//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	709	121	5	5	0	0	60s	100	2	3308
m	555	139	5	5	0	0	60s	100	2	3308
m	468	141	5	5	0	0	60s	100	2	3308
m	418	141	5	5	0	0	60s	100	2	3308
m	388	141	5	5	0	0	60s	100	2	3308
m	343	141	5	5	0	0	60s	100	2	3308
m	302	141	5	5	0	0	60s	100	2	3308
m	271	141	5	5	0	0	60s	100	2	3308
m	135	145	5	5	0	0	60s	100	2	3308
m	158	144	5	5	0	0	60s	100	2	3308
m	74	149	5	5	0	0	60s	100	2	3308
m	72	160	5	5	0	0	60s	100	2	3308
m	70	229	5	5	0	0	60s	100	2	3308
m	67	253	5	5	0	0	60s	100	2	3308
m	66	276	5	5	0	0	60s	100	2	3308
m	65	318	5	5	0	0	60s	100	2	3308
m	65	341	5	5	0	0	60s	100	2	3308
m	69	368	5	5	0	0	60s	100	2	3308
m	67	397	5	5	0	0	60s	100	2	3308
m	67	418	5	5	0	0	60s	100	2	3308
m	369	80	5	5	0	0	60s	100	2	3308
m	406	83	5	5	0	0	60s	100	2	3308
m	454	86	5	5	0	0	60s	100	2	3308
m	519	86	5	5	0	0	60s	100	2	3308
m	554	86	5	5	0	0	60s	100	2	3308
m	599	86	5	5	0	0	60s	100	2	3308
m	627	86	5	5	0	0	60s	100	2	3308
m	673	84	5	5	0	0	60s	100	2	3308
m	345	81	5	5	0	0	60s	100	2	3308
m	294	86	5	5	0	0	60s	100	2	3308
m	249	88	5	5	0	0	60s	100	2	3308
m	215	88	5	5	0	0	60s	100	2	3308
m	170	88	5	5	0	0	60s	100	2	3308
m	147	88	5	5	0	0	60s	100	2	3308
m	250	147	5	5	0	0	60s	100	2	3308
m	250	164	5	5	0	0	60s	100	2	3308
m	318	141	5	5	0	0	60s	100	2	3308
m	371	140	5	5	0	0	60s	100	2	3308
m	410	142	5	5	0	0	60s	100	2	3308
m	459	142	5	5	0	0	60s	100	2	3308
m	497	141	5	5	0	0	60s	100	2	3308
m	546	141	5	5	0	0	60s	100	2	3308
m	308	83	5	5	0	0	60s	100	2	3307
m	355	87	5	5	0	0	60s	100	2	3307
m	392	85	5	5	0	0	60s	100	2	3307
m	456	84	5	5	0	0	60s	100	2	3307
m	488	82	5	5	0	0	60s	100	2	3307
m	468	84	5	5	0	0	60s	100	2	3307
m	541	87	5	5	0	0	60s	100	2	3307
m	583	85	5	5	0	0	60s	100	2	3307
m	552	103	5	5	0	0	60s	100	2	3307
m	492	142	5	5	0	0	60s	100	2	3307
m	457	141	5	5	0	0	60s	100	2	3307
m	404	141	5	5	0	0	60s	100	2	3307
m	338	141	5	5	0	0	60s	100	2	3307
m	300	140	5	5	0	0	60s	100	2	3307
m	124	146	5	5	0	0	60s	100	2	3307
m	68	202	5	5	0	0	60s	100	2	3307
m	67	237	5	5	0	0	60s	100	2	3307
m	64	279	5	5	0	0	60s	100	2	3307
m	544	443	5	5	0	0	60s	100	2	3307
m	547	415	5	5	0	0	60s	100	2	3307
m	546	381	5	5	0	0	60s	100	2	3307
m	544	362	5	5	0	0	60s	100	2	3307
m	547	317	5	5	0	0	60s	100	2	3307
m	547	302	5	5	0	0	60s	100	2	3307
m	546	274	5	5	0	0	60s	100	2	3307
m	614	507	5	5	0	0	60s	100	2	3307
m	643	507	5	5	0	0	60s	100	2	3307
m	652	495	5	5	0	0	60s	100	2	3307
m	646	440	5	5	0	0	60s	100	2	3307
m	647	390	5	5	0	0	60s	100	2	3307
m	649	368	5	5	0	0	60s	100	2	3307
m	649	349	5	5	0	0	60s	100	2	3307
m	708	388	5	5	0	0	60s	100	2	3307
m	705	426	5	5	0	0	60s	100	2	3307
m	704	480	5	5	0	0	60s	100	2	3307
m	707	549	5	5	0	0	60s	100	2	3307
m	701	586	5	5	0	0	60s	100	2	3307
m	667	588	5	5	0	0	60s	100	2	3307
m	433	709	5	5	0	0	60s	100	2	3307
m	402	711	5	5	0	0	60s	100	2	3307
m	385	710	5	5	0	0	60s	100	2	3307
m	219	706	5	5	0	0	60s	100	2	3307
m	179	712	5	5	0	0	60s	100	2	3307
m	155	714	5	5	0	0	60s	100	2	3307
m	112	712	5	5	0	0	60s	100	2	3307
m	96	712	5	5	0	0	60s	100	2	3307
m	82	712	5	5	0	0	60s	100	2	3307
m	63	598	5	5	0	0	60s	100	2	3307
m	67	555	5	5	0	0	60s	100	2	3307
m	70	509	5	5	0	0	60s	100	2	3307
m	70	484	5	5	0	0	60s	100	2	3307
m	69	433	5	5	0	0	60s	100	2	3307
m	474	652	5	5	0	0	60s	100	2	3306
m	524	654	5	5	0	0	60s	100	2	3306
m	555	653	5	5	0	0	60s	100	2	3306
m	606	652	5	5	0	0	60s	100	2	3306
m	631	653	5	5	0	0	60s	100	2	3306
m	665	709	5	5	0	0	60s	100	2	3306
m	623	712	5	5	0	0	60s	100	2	3306
m	583	712	5	5	0	0	60s	100	2	3306
m	532	713	5	5	0	0	60s	100	2	3306
m	485	708	5	5	0	0	60s	100	2	3306
m	535	708	5	5	0	0	60s	100	2	3306
m	602	710	5	5	0	0	60s	100	2	3306
m	703	648	5	5	0	0	60s	100	2	3306
m	704	597	5	5	0	0	60s	100	2	3306
m	689	583	5	5	0	0	60s	100	2	3306
m	704	450	5	5	0	0	60s	100	2	3306
m	705	268	5	5	0	0	60s	100	2	3306
m	651	270	5	5	0	0	60s	100	2	3306
m	648	290	5	5	0	0	60s	100	2	3306
m	649	214	5	5	0	0	60s	100	2	3306
m	67	295	5	5	0	0	60s	100	2	3306
m	119	320	5	5	0	0	60s	100	2	3306
m	126	387	5	5	0	0	60s	100	2	3306
m	98	387	5	5	0	0	60s	100	2	3306
m	348	201	5	5	0	0	60s	100	2	3306
m	324	197	5	5	0	0	60s	100	2	3306
m	305	196	5	5	0	0	60s	100	2	3306
m	332	117	5	5	0	0	60s	100	2	3306
m	329	92	5	5	0	0	60s	100	2	3306
m	329	83	5	5	0	0	60s	100	2	3306
m	278	83	5	5	0	0	60s	100	2	3306
m	416	83	5	5	0	0	60s	100	2	3306
m	537	79	5	5	0	0	60s	100	2	3306
m	551	92	5	5	0	0	60s	100	2	3306
m	563	144	5	5	0	0	60s	100	2	3306
m	619	82	5	5	0	0	60s	100	2	3306
m	698	93	5	5	0	0	60s	100	2	3306
m	119	283	5	5	0	0	60s	100	2	3306
m	132	275	5	5	0	0	60s	100	2	3306
m	126	164	5	5	0	0	60s	100	2	3306
m	152	654	5	5	0	0	60s	100	2	3306
m	199	655	5	5	0	0	60s	100	2	3306
m	218	657	5	5	0	0	60s	100	2	3306
m	251	656	5	5	0	0	60s	100	2	3306
m	323	651	5	5	0	0	60s	100	2	3306
m	378	654	5	5	0	0	60s	100	2	3306
m	427	655	5	5	0	0	60s	100	2	3306
m	455	654	5	5	0	0	60s	100	2	3306
m	502	653	5	5	0	0	60s	100	2	3306
m	465	703	5	5	0	0	60s	100	2	3306
m	467	693	5	5	0	0	60s	100	2	3306
m	468	676	5	5	0	0	60s	100	2	3306
m	567	713	5	5	0	0	60s	100	2	3306
m	593	710	5	5	0	0	60s	100	2	3306
m	633	710	5	5	0	0	60s	100	2	3306
m	665	709	5	5	0	0	60s	100	2	3306
m	685	710	5	5	0	0	60s	100	2	3306
m	699	713	5	5	0	0	60s	100	2	3306
m	174	710	5	5	0	0	60s	100	2	3306
m	128	711	5	5	0	0	60s	100	2	3306
