//type	cx	cy	sx	sy	z	dig	time	percent	count	vnum
//----------------------------------------------------------
m	337	182	5	5	0	0	10s	100	2	3316
m	336	160	5	5	0	0	10s	100	2	3316
m	334	143	5	5	0	0	10s	100	2	3316
m	340	126	5	5	0	0	10s	100	2	3316
m	359	111	5	5	0	0	10s	100	2	3316
m	367	100	5	5	0	0	10s	100	2	3316
m	392	88	5	5	0	0	10s	100	2	3316
m	405	98	5	5	0	0	10s	100	2	3316
m	411	115	5	5	0	0	10s	100	2	3316
m	408	126	5	5	0	0	10s	100	2	3316
m	402	135	5	5	0	0	10s	100	2	3316
m	380	152	5	5	0	0	10s	100	2	3316
m	364	162	5	5	0	0	10s	100	2	3316
m	357	163	5	5	0	0	10s	100	2	3316
m	365	135	5	5	0	0	10s	100	2	3316
m	377	126	5	5	0	0	10s	100	2	3316
m	383	118	5	5	0	0	10s	100	2	3316
m	384	115	5	5	0	0	10s	100	2	3316
m	384	138	5	5	0	0	10s	100	2	3319
m	391	114	5	5	0	0	10s	100	2	3319
m	378	101	5	5	0	0	10s	100	2	3319
m	371	119	5	5	0	0	10s	100	2	3319
m	359	126	5	5	0	0	10s	100	2	3319
m	353	139	5	5	0	0	10s	100	2	3319
m	351	149	5	5	0	0	10s	100	2	3319
m	350	158	5	5	0	0	10s	100	2	3319
m	373	139	5	5	0	0	10s	100	2	3319
m	380	133	5	5	0	0	10s	100	2	3319
m	386	129	5	5	0	0	10s	100	2	3319
m	394	121	5	5	0	0	10s	100	2	3319
m	392	147	5	5	0	0	10s	100	2	3319
m	393	156	5	5	0	0	10s	100	2	3319
m	379	170	5	5	0	0	10s	100	2	3319
m	363	179	5	5	0	0	10s	100	2	3319
m	356	182	5	5	0	0	10s	100	2	3319
m	347	180	5	5	0	0	10s	100	2	3319
m	344	169	5	5	0	0	10s	100	2	3319
m	339	170	5	5	0	0	10s	100	2	3319
m	329	180	5	5	0	0	10s	100	2	3319
m	328	186	5	5	0	0	10s	100	2	3319
m	326	198	5	5	0	0	10s	100	2	3319
m	570	86	5	5	0	0	10s	100	2	3319
m	586	103	5	5	0	0	10s	100	2	3319
m	588	115	5	5	0	0	10s	100	2	3319
m	586	118	5	5	0	0	10s	100	2	3319
m	564	100	5	5	0	0	10s	100	2	3319
m	558	88	5	5	0	0	10s	100	2	3319
m	542	81	5	5	0	0	10s	100	2	3319
m	535	79	5	5	0	0	10s	100	2	3319
m	521	77	5	5	0	0	10s	100	2	3319
m	501	75	5	5	0	0	10s	100	2	3319
m	494	75	5	5	0	0	10s	100	2	3319
m	480	75	5	5	0	0	10s	100	2	3319
m	473	77	5	5	0	0	10s	100	2	3319
m	468	80	5	5	0	0	10s	100	2	3319
m	467	81	5	5	0	0	10s	100	2	3319
m	587	83	5	5	0	0	10s	100	2	3319
m	603	95	5	5	0	0	10s	100	2	3319
m	593	116	5	5	0	0	10s	100	2	3319
m	591	119	5	5	0	0	10s	100	2	3319
m	574	109	5	5	0	0	10s	100	2	3319
m	586	97	5	5	0	0	10s	100	2	3319
m	595	90	5	5	0	0	10s	100	2	3319
m	587	132	5	5	0	0	10s	100	2	3318
m	599	122	5	5	0	0	10s	100	2	3318
m	593	106	5	5	0	0	10s	100	2	3318
m	602	96	5	5	0	0	10s	100	2	3318
m	602	85	5	5	0	0	10s	100	2	3318
m	594	79	5	5	0	0	10s	100	2	3318
m	582	96	5	5	0	0	10s	100	2	3318
m	576	89	5	5	0	0	10s	100	2	3318
m	561	79	5	5	0	0	10s	100	2	3318
m	552	79	5	5	0	0	10s	100	2	3318
m	548	78	5	5	0	0	10s	100	2	3318
m	533	70	5	5	0	0	10s	100	2	3318
m	524	70	5	5	0	0	10s	100	2	3318
m	421	92	5	5	0	0	10s	100	2	3318
m	418	106	5	5	0	0	10s	100	2	3318
m	399	107	5	5	0	0	10s	100	2	3318
m	391	103	5	5	0	0	10s	100	2	3318
m	351	123	5	5	0	0	10s	100	2	3318
m	364	151	5	5	0	0	10s	100	2	3318
m	365	147	5	5	0	0	10s	100	2	3318
m	97	370	5	5	0	0	10s	100	2	3319
m	102	393	5	5	0	0	10s	100	2	3319
m	97	402	5	5	0	0	10s	100	2	3319
m	89	415	5	5	0	0	10s	100	2	3319
m	107	440	5	5	0	0	10s	100	2	3319
m	107	444	5	5	0	0	10s	100	2	3319
m	127	449	5	5	0	0	10s	100	2	3319
m	154	453	5	5	0	0	10s	100	2	3319
m	165	462	5	5	0	0	10s	100	2	3319
m	180	468	5	5	0	0	10s	100	2	3319
m	186	469	5	5	0	0	10s	100	2	3319
m	197	475	5	5	0	0	10s	100	2	3319
m	200	477	5	5	0	0	10s	100	2	3319
m	207	481	5	5	0	0	10s	100	2	3319
m	144	462	5	5	0	0	10s	100	2	3319
m	122	462	5	5	0	0	10s	100	2	3319
m	99	455	5	5	0	0	10s	100	2	3319
m	113	445	5	5	0	0	10s	100	2	3319
m	117	433	5	5	0	0	10s	100	2	3319
m	100	421	5	5	0	0	10s	100	2	3319
m	105	413	5	5	0	0	10s	100	2	3319
m	114	496	5	5	0	0	10s	100	2	3319
m	107	493	5	5	0	0	10s	100	2	3319
m	117	508	5	5	0	0	10s	100	2	3319
m	126	548	5	5	0	0	10s	100	2	3319
m	136	569	5	5	0	0	10s	100	2	3319
m	139	580	5	5	0	0	10s	100	2	3319
m	135	588	5	5	0	0	10s	100	2	3319
m	156	585	5	5	0	0	10s	100	2	3319
m	159	576	5	5	0	0	10s	100	2	3319
m	143	554	5	5	0	0	10s	100	2	3319
m	106	464	5	5	0	0	10s	100	2	3320
m	135	454	5	5	0	0	10s	100	2	3320
m	122	439	5	5	0	0	10s	100	2	3320
m	108	439	5	5	0	0	10s	100	2	3320
m	96	439	5	5	0	0	10s	100	2	3320
m	96	420	5	5	0	0	10s	100	2	3320
m	101	392	5	5	0	0	10s	100	2	3320
m	102	380	5	5	0	0	10s	100	2	3320
m	95	449	5	5	0	0	10s	100	2	3320
m	104	502	5	5	0	0	10s	100	2	3320
m	126	506	5	5	0	0	10s	100	2	3320
m	116	468	5	5	0	0	10s	100	2	3320
m	110	455	5	5	0	0	10s	100	2	3320
m	141	454	5	5	0	0	10s	100	2	3320
m	150	466	5	5	0	0	10s	100	2	3320
m	163	469	5	5	0	0	10s	100	2	3320
m	142	598	5	5	0	0	10s	100	2	3320
m	135	618	5	5	0	0	10s	100	2	3320
m	135	624	5	5	0	0	10s	100	2	3320
m	142	579	5	5	0	0	10s	100	2	3320
m	137	558	5	5	0	0	10s	100	2	3320
m	131	546	5	5	0	0	10s	100	2	3320
m	130	538	5	5	0	0	10s	100	2	3320
m	127	536	5	5	0	0	10s	100	2	3320
m	123	491	5	5	0	0	10s	100	2	3320
m	117	487	5	5	0	0	10s	100	2	3320
m	108	488	5	5	0	0	10s	100	2	3320
m	101	488	5	5	0	0	10s	100	2	3320
m	105	469	5	5	0	0	10s	100	2	3320
m	130	458	5	5	0	0	10s	100	2	3320
m	125	450	5	5	0	0	10s	100	2	3320
m	104	445	5	5	0	0	10s	100	2	3320
m	85	429	5	5	0	0	10s	100	2	3320
m	102	428	5	5	0	0	10s	100	2	3320
